0,0,20,0,10,0.00,0.00
16.66667,0,24,0,11,0.00,0.00
32.03976,0,24,0,11,0.00,0.00
43.46417,0,24,0,11,0.00,0.00
52.57617,1,24,0,11,0.00,4.17
60.17975,2,24,0,11,0.00,8.33
66.71448,2,24,0,11,0.00,8.33
71.9386,2,24,0,11,0.00,8.33
80.93082,4,24,0,11,0.00,16.67
90.13924,4,24,0,11,0.00,16.67
98.56774,4,24,0,11,0.00,16.67
103.7605,4,24,0,11,0.00,16.67
110.9911,4,24,0,11,0.00,16.67
120.1714,4,24,0,11,0.00,16.67
132.7761,4,24,0,11,0.00,16.67
149.4428,4,24,0,11,0.00,16.67
166.1094,4,24,0,11,0.00,16.67
180.468,4,24,0,11,0.00,16.67
191.9174,4,24,0,11,0.00,16.67
201.2663,4,24,0,11,0.00,16.67
209.2771,4,24,0,11,0.00,16.67
216.259,4,24,0,11,0.00,16.67
222.1556,4,24,0,11,0.00,16.67
227.4752,4,24,0,11,0.00,16.67
235.9424,4,24,0,11,0.00,16.67
243.0255,4,24,0,11,0.00,16.67
250.8077,4,24,0,11,0.00,16.67
258.3208,4,24,0,11,0.00,16.67
264.133,4,24,0,11,0.00,16.67
271.5116,4,26,0,12,0.00,15.38
279.0375,4,26,0,12,0.00,15.38
287.1949,5,26,0,12,0.00,19.23
293.6106,6,26,0,12,0.00,23.08
299.4382,6,26,0,12,0.00,23.08
306.0324,6,26,0,12,0.00,23.08
312.5509,6,26,0,12,0.00,23.08
318.3291,6,26,0,12,0.00,23.08
323.8868,6,26,0,12,0.00,23.08
329.1841,6,26,0,12,0.00,23.08
334.4778,6,26,0,12,0.00,23.08
339.6153,6,26,0,12,0.00,23.08
347.2151,6,26,0,12,0.00,23.08
352.3357,6,26,0,12,0.00,23.08
359.7749,6,26,0,12,0.00,23.08
366.3119,6,26,0,12,0.00,23.08
378.3111,6,235,0,58,0.00,2.55
388.2103,6,235,0,58,0.00,2.55
397.8816,6,235,0,58,0.00,2.55
409.326,6,235,0,58,0.00,2.55
422.0679,6,235,0,58,0.00,2.55
434.731,7,235,0,58,0.00,2.98
447.2422,8,235,0,58,0.00,3.40
459.6,8,235,0,58,0.00,3.40
470.7414,8,235,0,58,0.00,3.40
481.0822,9,235,0,58,0.00,3.83
490.7212,10,235,0,58,0.00,4.26
499.6691,10,235,0,58,0.00,4.26
508.4315,10,235,0,58,0.00,4.26
517.902,11,235,0,58,0.00,4.68
527.3242,12,235,0,58,0.00,5.11
536.6239,12,235,0,58,0.00,5.11
545.8015,12,235,0,58,0.00,5.11
557.0217,13,235,0,58,0.00,5.53
567.9504,14,235,0,58,0.00,5.96
578.0549,14,235,0,58,0.00,5.96
587.5113,14,235,0,58,0.00,5.96
596.3564,14,235,0,58,0.00,5.96
604.8408,14,235,0,58,0.00,5.96
612.9417,15,235,0,58,0.00,6.38
622.0405,16,235,0,58,0.00,6.81
631.173,16,235,0,58,0.00,6.81
640.1985,16,235,0,58,0.00,6.81
649.1566,17,235,0,58,0.00,7.23
658.3061,18,235,0,58,0.00,7.66
667.5287,18,235,0,58,0.00,7.66
676.7064,18,235,0,58,0.00,7.66
685.3746,19,235,0,58,0.00,8.09
694.2977,20,235,0,58,0.00,8.51
705.0512,20,235,0,58,0.00,8.51
717.2676,20,235,0,58,0.00,8.51
730.4484,20,235,0,58,0.00,8.51
743.4058,20,235,0,58,0.00,8.51
756.1393,21,235,0,58,0.00,8.94
768.5772,22,235,0,58,0.00,9.36
781.7277,22,235,0,58,0.00,9.36
794.0009,22,235,0,58,0.00,9.36
805.2507,23,235,0,58,0.00,9.79
815.6359,24,235,0,58,0.00,10.21
826.3297,24,235,0,58,0.00,10.21
839.6749,24,235,0,58,0.00,10.21
853.3082,24,235,0,58,0.00,10.21
869.9749,24,235,0,58,0.00,10.21
885.749,25,235,0,58,0.00,10.64
900.1407,26,235,0,58,0.00,11.06
913.0112,26,235,0,58,0.00,11.06
924.8131,26,235,0,58,0.00,11.06
937.4193,26,235,0,58,0.00,11.06
949.9642,27,235,0,58,0.00,11.49
962.8007,28,235,0,58,0.00,11.91
975.8121,28,235,0,58,0.00,11.91
988.3311,28,235,0,58,0.00,11.91
999.6662,28,235,0,58,0.00,11.91
1011.558,29,235,0,58,0.00,12.34
1023.117,30,235,0,58,0.00,12.77
1033.799,30,235,0,58,0.00,12.77
1045.223,30,235,0,58,0.00,12.77
1056.383,31,235,0,58,0.00,13.19
1068.457,32,235,0,58,0.00,13.62
1080.225,32,235,0,58,0.00,13.62
1091.966,32,235,0,58,0.00,13.62
1102.836,32,235,0,58,0.00,13.62
1113.033,33,235,0,58,0.00,14.04
1122.914,34,235,0,58,0.00,14.47
1132.286,34,235,0,58,0.00,14.47
1141.493,34,235,0,58,0.00,14.47
1151.355,34,235,0,58,0.00,14.47
1163.402,35,235,0,58,0.00,14.89
1175.366,36,235,0,58,0.00,15.32
1187.677,36,235,0,58,0.00,15.32
1200.587,36,235,0,58,0.00,15.32
1212.23,36,235,0,58,0.00,15.32
1223.483,36,235,0,58,0.00,15.32
1234.308,37,235,0,58,0.00,15.74
1244.832,38,235,0,58,0.00,16.17
1255.783,38,235,0,58,0.00,16.17
1267.214,38,235,0,58,0.00,16.17
1278.329,39,235,0,58,0.00,16.60
1289.332,40,235,0,58,0.00,17.02
1300.339,40,235,0,58,0.00,17.02
1311.959,40,235,0,58,0.00,17.02
1324.024,41,235,0,58,0.00,17.45
1337.154,41,235,0,58,0.00,17.45
1350.444,41,235,0,58,0.00,17.45
1366.233,41,235,0,58,0.00,17.45
1382.9,41,235,0,58,0.00,17.45
1399.566,41,235,0,58,0.00,17.45
1416.195,41,235,0,58,0.00,17.45
1431.533,42,235,0,58,0.00,17.87
1446.152,43,235,0,58,0.00,18.30
1460.429,43,235,0,58,0.00,18.30
1477.096,43,235,0,58,0.00,18.30
1493.763,44,235,0,58,0.00,18.72
1510.429,44,235,0,58,0.00,18.72
1527.096,44,235,0,58,0.00,18.72
1543.084,44,235,0,58,0.00,18.72
